district,Jun19,Jul19,Aug19,Sep19,Oct19,Nov19,Dec19,Jan20,Feb20,Mar20,Apr20,May20,Jun20,Jul20,Aug20,Sep20,Oct20,Nov20,Dec20,Jan21,Feb21,Mar21,Apr21,May21
Nan#Pua,258,372,403,344,62.0,33.0,73.0,37.0,17.0,19.0,7.0,9.0,27.0,79.0,66,77.0,125.0,168,170,422,386,355,263,24.0
Nan#Santi Suk,20,34,39,33,2.0,4.0,9.0,5.0,2.0,1.0,0.0,3.0,6.0,16.0,10,8.0,9.0,12,24,58,66,44,66,2.0
Nan#Song Khwae,19,24,26,22,5.0,1.0,8.0,7.0,1.0,4.0,0.0,0.0,5.0,7.0,2,6.0,4.0,15,9,25,34,29,49,3.0
Nan#Tha Wang Pha,112,183,169,106,17.0,12.0,23.0,17.0,8.0,18.0,5.0,5.0,13.0,21.0,30,30.0,42.0,55,77,196,220,202,202,13.0
Nan#Thung Chang,37,36,42,36,11.0,3.0,11.0,4.0,3.0,6.0,0.0,2.0,4.0,9.0,7,5.0,13.0,17,26,77,66,78,53,7.0
Nan#Wiang Sa,166,227,304,161,25.0,14.0,27.0,23.0,16.0,19.0,10.0,12.0,10.0,34.0,47,30.0,62.0,77,92,253,258,258,210,28.0
Narathiwat#Bacho,67,53,82,43,3.0,0.0,6.0,7.0,6.0,164.0,15.0,8.0,7.0,24.0,17,20.0,19.0,19,16,62,84,126,93,18.0
Narathiwat#Chanae,38,24,47,27,6.0,3.0,3.0,3.0,1.0,94.0,14.0,2.0,3.0,5.0,3,4.0,5.0,7,9,28,43,43,29,9.0
Narathiwat#Cho-Airong,39,23,41,27,5.0,5.0,6.0,3.0,1.0,71.0,8.0,1.0,3.0,6.0,7,6.0,9.0,8,12,48,56,64,34,11.0
Narathiwat#Mueang Narathiwat,475,439,571,409,66.0,43.0,64.0,43.0,70.0,627.0,37.0,21.0,40.0,103.0,113,109.0,133.0,121,152,539,615,809,446,62.0
Narathiwat#Ra-Ngae,94,68,154,80,19.0,3.0,14.0,5.0,9.0,226.0,23.0,9.0,11.0,13.0,19,21.0,18.0,34,19,119,154,199,128,24.0
Narathiwat#Rueso,80,64,100,48,7.0,12.0,6.0,4.0,3.0,158.0,11.0,3.0,9.0,13.0,14,15.0,14.0,19,23,97,82,97,76,7.0
Narathiwat#Si Sakhon,42,29,54,37,5.0,2.0,1.0,4.0,4.0,83.0,5.0,3.0,3.0,11.0,9,7.0,4.0,10,21,49,37,40,46,10.0
Narathiwat#Su-Ngai Kolok,195,167,242,181,33.0,21.0,24.0,20.0,23.0,251.0,15.0,8.0,24.0,37.0,37,43.0,41.0,53,65,186,230,232,174,21.0
Narathiwat#Su-Ngai Padi,57,45,88,26,8.0,5.0,6.0,5.0,9.0,117.0,6.0,7.0,4.0,9.0,7,7.0,7.0,22,19,66,77,72,60,14.0
Narathiwat#Sukhirin,31,19,50,23,6.0,0.0,1.0,0.0,0.0,41.0,3.0,1.0,6.0,7.0,7,3.0,9.0,13,6,29,46,53,52,10.0
Narathiwat#Tak Bai,84,71,105,76,15.0,10.0,7.0,7.0,8.0,124.0,12.0,5.0,9.0,19.0,13,26.0,22.0,29,34,131,124,144,91,6.0
Narathiwat#Waeng,78,89,92,37,5.0,6.0,7.0,4.0,4.0,149.0,11.0,5.0,15.0,16.0,20,10.0,6.0,18,13,67,77,97,55,12.0
Narathiwat#Yi-Ngo,76,35,85,39,11.0,7.0,4.0,9.0,8.0,163.0,11.0,5.0,13.0,18.0,20,9.0,20.0,25,26,63,58,86,61,17.0
Nong Bua Lam Phu#Mueang Nong Bua Lam Phu,452,499,546,426,56.0,41.0,77.0,47.0,35.0,55.0,32.0,35.0,63.0,95.0,110,74.0,179.0,173,224,715,741,855,699,75.0
Nong Bua Lam Phu#Na Klang,152,174,192,137,23.0,10.0,31.0,19.0,11.0,27.0,14.0,17.0,26.0,34.0,37,42.0,82.0,89,129,362,351,368,370,48.0
Nong Bua Lam Phu#Na Wang,57,87,59,70,6.0,7.0,13.0,12.0,7.0,12.0,3.0,6.0,9.0,19.0,15,18.0,36.0,20,46,120,103,124,150,17.0
Nong Bua Lam Phu#Non Sang,98,116,164,103,17.0,20.0,18.0,17.0,18.0,12.0,14.0,14.0,19.0,19.0,19,20.0,36.0,37,66,207,190,173,256,17.0
Nong Bua Lam Phu#Si Bun Rueang,189,184,219,164,24.0,22.0,35.0,33.0,14.0,30.0,12.0,18.0,23.0,41.0,60,35.0,77.0,107,122,310,311,319,371,42.0
Nong Bua Lam Phu#Suwannakhuha,71,89,82,80,11.0,9.0,16.0,14.0,5.0,17.0,8.0,8.0,11.0,22.0,17,19.0,31.0,44,64,183,150,203,219,27.0
Nong Khai#Fao Rai,61,97,88,73,8.0,4.0,11.0,11.0,3.0,18.0,13.0,10.0,7.0,11.0,13,18.0,41.0,32,53,130,121,165,156,21.0
Nong Khai#Mueang Nong Khai,1113,1298,1380,1039,153.0,99.0,167.0,114.0,79.0,124.0,51.0,74.0,125.0,220.0,238,222.0,323.0,315,366,1359,1655,1931,1198,170.0
Nong Khai#Pho Tak,24,24,33,18,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,5.0,5.0,4,4.0,6.0,9,12,43,33,22,46,6.0
Nong Khai#Phon Phisai,207,200,211,181,38.0,18.0,29.0,15.0,11.0,27.0,18.0,12.0,36.0,46.0,41,52.0,93.0,85,114,333,372,410,383,47.0
Nong Khai#Rattanawapi,97,76,78,68,28.0,6.0,9.0,8.0,4.0,9.0,7.0,13.0,8.0,16.0,15,12.0,55.0,22,25,104,133,125,117,15.0
Nong Khai#Sakhrai,38,57,51,48,5.0,4.0,15.0,5.0,3.0,7.0,2.0,0.0,9.0,16.0,11,7.0,19.0,10,29,63,130,66,81,9.0
Nong Khai#Sangkhom,89,149,134,88,17.0,15.0,26.0,11.0,11.0,11.0,5.0,6.0,17.0,29.0,18,27.0,50.0,52,64,236,250,260,194,35.0
Nong Khai#Si Chiang Mai,84,102,102,71,17.0,7.0,14.0,10.0,6.0,11.0,8.0,15.0,11.0,26.0,19,25.0,28.0,19,31,141,138,168,136,29.0
Nong Khai#Tha Bo,213,242,255,185,32.0,24.0,47.0,23.0,11.0,36.0,19.0,30.0,40.0,52.0,44,49.0,69.0,79,104,341,383,392,382,39.0
Nonthaburi#Bang Bua Thong,1683,2053,2183,1720,165.0,79.0,134.0,88.0,93.0,192.0,71.0,88.0,118.0,196.0,229,204.0,335.0,352,386,1522,2505,2635,1776,161.0
Nonthaburi#Bang Kruai,1155,1388,1499,1171,97.0,66.0,105.0,63.0,62.0,116.0,50.0,62.0,95.0,180.0,164,148.0,192.0,218,221,950,1554,1753,1079,77.0
Nonthaburi#Bang Yai,1310,1527,1586,1210,120.0,77.0,119.0,88.0,96.0,94.0,43.0,74.0,103.0,200.0,191,177.0,242.0,275,301,1347,2239,2340,1440,94.0
Nonthaburi#Mueang Nonthaburi,4164,5080,6159,4550,357.0,274.0,340.0,228.0,201.0,318.0,119.0,155.0,241.0,478.0,577,500.0,569.0,628,666,2344,3878,4626,2681,199.0
Nonthaburi#Pak Kret,4024,4333,5084,3641,410.0,258.0,376.0,193.0,187.0,275.0,61.0,112.0,194.0,448.0,510,443.0,472.0,586,652,1974,3309,4500,2480,207.0
Nonthaburi#Sai Noi,382,399,462,370,41.0,21.0,37.0,29.0,13.0,38.0,22.0,20.0,27.0,53.0,48,40.0,80.0,87,113,438,610,614,451,41.0
Pathum Thani#Khlong Luang,4190,4533,6058,4134,461.0,285.0,366.0,314.0,232.0,424.0,216.0,243.0,343.0,647.0,830,638.0,888.0,1049,1125,4405,6365,7611,4639,489.0
Pathum Thani#Lam Luk Ka,2163,2205,2731,2178,223.0,118.0,217.0,155.0,150.0,263.0,133.0,124.0,199.0,303.0,344,273.0,453.0,528,657,2367,3509,3855,2612,242.0
Pathum Thani#Lat Lum Kaeo,444,546,607,523,46.0,26.0,35.0,34.0,17.0,62.0,16.0,19.0,32.0,53.0,74,72.0,100.0,125,155,514,682,819,561,77.0
Pathum Thani#Mueang Pathum Thani,1642,1733,2160,1557,180.0,112.0,180.0,118.0,106.0,153.0,66.0,76.0,151.0,254.0,296,253.0,326.0,411,495,1713,2495,2933,1851,152.0
Pathum Thani#Nong Suea,237,247,321,268,25.0,10.0,30.0,12.0,11.0,22.0,14.0,29.0,25.0,38.0,43,44.0,63.0,54,79,314,445,399,319,37.0
Pathum Thani#Sam Khok,361,363,435,395,37.0,19.0,33.0,17.0,21.0,37.0,18.0,14.0,34.0,64.0,75,54.0,83.0,92,119,429,611,634,523,60.0
Pathum Thani#Thanyaburi,3033,3028,3937,2670,282.0,185.0,257.0,152.0,192.0,243.0,95.0,109.0,210.0,380.0,466,413.0,475.0,591,607,2847,4357,5233,3277,200.0
Pattani#Kapho,14,6,19,5,1.0,4.0,1.0,2.0,2.0,43.0,6.0,0.0,3.0,8.0,5,1.0,4.0,4,5,21,17,15,13,4.0
Pattani#Khok Pho,144,146,185,102,11.0,5.0,18.0,15.0,10.0,118.0,11.0,7.0,13.0,23.0,39,31.0,28.0,34,42,241,274,310,262,24.0
Pattani#Mae Lan,21,14,39,28,3.0,2.0,0.0,0.0,0.0,14.0,1.0,0.0,3.0,1.0,3,5.0,7.0,18,27,46,54,50,26,0.0
Pattani#Mai Kaen,22,18,67,53,1.0,1.0,1.0,1.0,2.0,42.0,6.0,1.0,2.0,10.0,4,2.0,4.0,2,5,30,30,46,27,4.0
Pattani#Mayo,69,44,89,41,5.0,4.0,2.0,7.0,4.0,112.0,7.0,3.0,6.0,5.0,13,6.0,14.0,8,11,48,37,72,43,5.0
Pattani#Mueang Pattani,648,609,777,587,78.0,72.0,71.0,47.0,64.0,930.0,43.0,25.0,58.0,125.0,170,181.0,156.0,173,262,868,1003,1124,742,69.0
Pattani#Nong Chik,194,169,251,148,31.0,17.0,22.0,13.0,20.0,235.0,16.0,10.0,18.0,49.0,48,50.0,42.0,65,83,333,364,438,242,44.0
Pattani#Panare,74,68,94,47,3.0,4.0,6.0,6.0,9.0,80.0,10.0,7.0,7.0,16.0,10,5.0,13.0,26,24,82,90,100,81,5.0
Pattani#Sai Buri,81,56,125,81,9.0,13.0,10.0,10.0,9.0,186.0,12.0,12.0,10.0,23.0,22,16.0,30.0,32,24,113,119,182,103,14.0
Pattani#Thung Yang Daeng,22,9,21,13,2.0,2.0,1.0,1.0,2.0,37.0,1.0,0.0,3.0,0.0,4,3.0,4.0,5,3,11,20,21,14,5.0
Pattani#Yarang,121,105,171,111,12.0,8.0,14.0,13.0,19.0,212.0,9.0,4.0,8.0,29.0,25,15.0,29.0,38,34,124,111,135,115,20.0
Pattani#Yaring,152,95,182,91,15.0,8.0,7.0,9.0,7.0,213.0,15.0,3.0,11.0,34.0,23,14.0,22.0,36,50,124,145,180,144,25.0
Phangnga#Kapong,44,51,57,38,4.0,5.0,6.0,4.0,4.0,11.0,1.0,3.0,8.0,8.0,6,8.0,13.0,17,22,134,168,125,106,4.0
Phangnga#Khura Buri,89,100,140,79,16.0,12.0,12.0,8.0,5.0,8.0,4.0,2.0,4.0,12.0,21,15.0,20.0,42,52,195,204,268,221,8.0
Phangnga#Ko Yao,54,57,55,29,6.0,5.0,3.0,4.0,2.0,10.0,0.0,1.0,4.0,6.0,17,24.0,12.0,15,18,41,40,87,103,0.0
Phangnga#Mueang Phangnga,359,414,453,348,44.0,32.0,33.0,31.0,31.0,72.0,8.0,16.0,42.0,62.0,100,83.0,92.0,119,119,581,761,867,637,38.0
Phangnga#Takua Pa,510,605,615,548,84.0,45.0,52.0,44.0,18.0,41.0,7.0,6.0,19.0,59.0,101,122.0,142.0,155,192,671,843,1075,1077,39.0
Phangnga#Takua Thung,333,310,321,280,42.0,19.0,30.0,19.0,19.0,41.0,5.0,5.0,18.0,39.0,53,45.0,67.0,98,120,490,602,822,767,22.0
Phangnga#Thai Mueang,324,317,357,314,43.0,50.0,45.0,35.0,23.0,44.0,5.0,4.0,16.0,43.0,75,66.0,94.0,123,141,590,729,971,879,37.0
Phangnga#Thap Put,98,86,116,68,11.0,12.0,14.0,7.0,5.0,35.0,3.0,1.0,8.0,21.0,24,21.0,32.0,35,49,226,267,283,210,14.0
Phatthalung#Bang Kaeo,97,100,103,97,15.0,8.0,12.0,15.0,13.0,71.0,9.0,7.0,9.0,18.0,9,21.0,28.0,40,54,169,213,267,244,9.0
Phatthalung#Khao Chaison,171,183,212,164,42.0,26.0,42.0,24.0,14.0,40.0,11.0,16.0,25.0,36.0,20,34.0,42.0,53,100,326,425,363,416,34.0
Phatthalung#Khuan Khanun,362,434,417,414,55.0,28.0,47.0,39.0,19.0,82.0,12.0,22.0,46.0,88.0,83,89.0,91.0,138,145,605,818,840,894,36.0
Phatthalung#Kong Ra,98,80,88,84,15.0,13.0,20.0,11.0,7.0,101.0,6.0,2.0,8.0,17.0,18,27.0,23.0,29,43,139,236,230,191,7.0
Phatthalung#Mueang Phatthalung,736,782,937,773,118.0,63.0,108.0,73.0,69.0,184.0,29.0,55.0,102.0,192.0,205,178.0,201.0,283,297,1190,1374,1362,1357,108.0
Phatthalung#Pa Bon,105,111,151,114,12.0,6.0,19.0,13.0,8.0,44.0,14.0,12.0,13.0,23.0,30,40.0,54.0,37,56,236,285,289,255,21.0
Phatthalung#Pa Phayom,173,178,204,264,34.0,10.0,15.0,11.0,9.0,53.0,5.0,6.0,20.0,31.0,38,40.0,30.0,47,64,248,289,344,389,12.0
Phatthalung#Pak Phayun,110,97,132,106,13.0,11.0,18.0,13.0,7.0,37.0,10.0,6.0,8.0,23.0,28,35.0,40.0,41,58,208,205,194,211,24.0
Phatthalung#Si Banphot,35,43,44,40,3.0,2.0,6.0,5.0,4.0,4.0,1.0,3.0,2.0,3.0,4,11.0,10.0,14,17,66,72,78,89,5.0
Phatthalung#Srinagarindra,90,88,138,66,11.0,5.0,11.0,9.0,4.0,18.0,5.0,4.0,18.0,18.0,13,12.0,25.0,34,38,165,214,195,191,11.0
Phatthalung#Tamot,100,97,121,96,19.0,12.0,14.0,15.0,9.0,79.0,12.0,7.0,14.0,23.0,19,28.0,35.0,40,34,192,248,256,204,25.0
Phayao#Chiang Kham,305,341,382,262,43.0,35.0,51.0,33.0,32.0,33.0,19.0,19.0,40.0,67.0,66,57.0,78.0,108,111,563,522,623,471,33.0
Phayao#Chiang Muan,62,76,60,48,5.0,4.0,11.0,8.0,7.0,8.0,5.0,6.0,5.0,17.0,15,10.0,14.0,21,16,78,92,113,75,7.0
Phayao#Chun,99,125,148,122,17.0,9.0,20.0,21.0,13.0,13.0,4.0,9.0,14.0,24.0,25,21.0,34.0,29,54,218,195,243,216,16.0
Phayao#Dok Khamtai,197,216,252,161,28.0,22.0,29.0,29.0,12.0,18.0,6.0,9.0,17.0,25.0,28,17.0,43.0,58,70,277,311,336,298,11.0
Phayao#Mae Chai,86,111,125,93,9.0,8.0,17.0,5.0,7.0,10.0,7.0,4.0,10.0,29.0,10,10.0,29.0,29,38,176,182,213,181,15.0
Phayao#Mueang Phayao,964,1173,1245,963,145.0,93.0,144.0,105.0,122.0,106.0,40.0,69.0,104.0,186.0,205,183.0,268.0,315,286,1306,1662,1718,1113,116.0
Phayao#Phu Kamyao,42,48,58,36,3.0,5.0,5.0,6.0,3.0,3.0,5.0,4.0,6.0,8.0,9,10.0,19.0,17,21,71,70,86,83,7.0
Phayao#Phu Sang,101,91,122,80,11.0,9.0,12.0,16.0,7.0,20.0,3.0,10.0,16.0,25.0,26,27.0,40.0,49,42,215,234,254,158,18.0
Phayao#Pong,114,160,145,116,11.0,10.0,19.0,12.0,7.0,13.0,3.0,6.0,9.0,23.0,23,13.0,34.0,43,58,224,203,196,193,18.0
Phetchabun#Bueng Sam Phan,286,379,431,364,57.0,33.0,44.0,39.0,26.0,42.0,19.0,12.0,24.0,60.0,51,66.0,112.0,141,210,468,607,611,488,70.0
Phetchabun#Chon Daen,186,237,231,183,22.0,17.0,31.0,22.0,21.0,32.0,26.0,32.0,33.0,43.0,61,58.0,77.0,85,107,357,395,449,369,32.0
Phetchabun#Khao Kho,932,1732,1471,1224,203.0,168.0,279.0,118.0,72.0,47.0,8.0,37.0,146.0,299.0,249,202.0,331.0,576,697,1533,1526,930,602,62.0
Phetchabun#Lom Kao,443,737,593,485,89.0,63.0,80.0,46.0,20.0,31.0,17.0,26.0,71.0,104.0,110,105.0,165.0,254,292,703,666,525,420,43.0
Phetchabun#Lom Sak,566,704,708,524,75.0,52.0,91.0,58.0,34.0,76.0,28.0,33.0,69.0,136.0,126,100.0,164.0,215,277,857,1011,1037,780,83.0
Phetchabun#Mueang Phetchabun,1129,1405,1475,1143,150.0,90.0,145.0,87.0,99.0,127.0,78.0,67.0,122.0,214.0,273,228.0,331.0,368,484,1615,1959,2176,1283,114.0
Phetchabun#Nam Nao,53,75,75,68,11.0,8.0,8.0,6.0,3.0,4.0,14.0,10.0,10.0,13.0,16,16.0,19.0,30,39,184,122,105,106,10.0
Phetchabun#Nong Phai,304,403,436,307,56.0,24.0,49.0,26.0,20.0,31.0,26.0,21.0,35.0,60.0,46,39.0,113.0,112,165,504,568,688,488,47.0
Phetchabun#Si Thep,222,272,299,210,32.0,15.0,50.0,40.0,18.0,39.0,19.0,17.0,17.0,48.0,51,46.0,90.0,78,134,362,403,408,353,36.0
Phetchabun#Wang Pong,70,99,102,78,12.0,5.0,13.0,5.0,4.0,10.0,3.0,0.0,9.0,14.0,9,13.0,22.0,20,40,138,129,130,149,11.0
Phetchabun#Wichian Buri,405,506,560,422,65.0,50.0,74.0,56.0,40.0,48.0,27.0,34.0,55.0,95.0,65,67.0,129.0,160,255,658,746,722,613,50.0
Phetchaburi#Ban Laem,523,590,647,445,31.0,26.0,31.0,26.0,20.0,105.0,18.0,19.0,30.0,44.0,48,39.0,48.0,85,88,423,676,643,682,42.0
Phetchaburi#Ban Lat,429,460,486,410,22.0,26.0,34.0,20.0,26.0,39.0,21.0,15.0,30.0,45.0,60,50.0,66.0,85,105,538,789,858,525,21.0
Phetchaburi#Cha-Am,3739,4734,4739,3692,336.0,179.0,213.0,168.0,202.0,321.0,48.0,105.0,323.0,538.0,564,501.0,549.0,653,601,2697,4984,5392,5080,202.0
Phetchaburi#Kaeng Krachan,770,882,835,622,60.0,31.0,46.0,29.0,30.0,49.0,7.0,16.0,40.0,107.0,80,75.0,102.0,118,143,641,898,957,1090,42.0
Phetchaburi#Khao Yoi,449,428,520,415,27.0,25.0,25.0,28.0,20.0,52.0,12.0,37.0,37.0,62.0,62,52.0,87.0,115,125,481,692,693,565,69.0
Phetchaburi#Mueang Phetchaburi,1572,1825,2143,1748,145.0,103.0,139.0,123.0,98.0,221.0,68.0,74.0,134.0,217.0,247,216.0,250.0,331,344,1582,2664,2873,2127,127.0
Phetchaburi#Nong Ya Plong,148,155,180,116,10.0,8.0,7.0,7.0,3.0,11.0,3.0,6.0,10.0,13.0,7,12.0,22.0,34,25,157,198,221,241,8.0
Phetchaburi#Tha Yang,596,724,830,591,54.0,35.0,39.0,42.0,44.0,66.0,51.0,50.0,65.0,106.0,79,68.0,102.0,146,150,739,1237,1121,896,66.0
Phichit#Bang Mun Nak,169,243,344,217,23.0,17.0,34.0,26.0,11.0,17.0,13.0,9.0,16.0,40.0,42,40.0,45.0,52,81,268,337,361,355,18.0
Phichit#Bueng Na Rang,87,110,139,120,10.0,2.0,13.0,11.0,6.0,11.0,4.0,6.0,13.0,16.0,21,14.0,29.0,30,43,151,193,171,154,13.0
Phichit#Dong Charoen,76,83,137,61,10.0,9.0,23.0,9.0,4.0,9.0,3.0,3.0,6.0,16.0,10,9.0,12.0,26,27,120,175,140,153,9.0
Phichit#Mueang Phichit,637,738,965,677,60.0,46.0,93.0,49.0,49.0,85.0,43.0,42.0,48.0,109.0,115,104.0,166.0,168,190,762,966,1222,899,70.0
Phichit#Pho Prathap Chang,108,128,182,120,15.0,11.0,20.0,14.0,12.0,22.0,12.0,13.0,11.0,29.0,36,27.0,43.0,58,68,241,245,277,264,18.0
Phichit#Pho Thale,140,167,207,164,23.0,7.0,31.0,21.0,9.0,22.0,6.0,8.0,18.0,27.0,29,18.0,45.0,43,77,240,271,302,350,15.0
Phichit#Sak Lek,87,90,159,81,5.0,6.0,11.0,6.0,8.0,10.0,11.0,6.0,8.0,15.0,17,14.0,27.0,21,41,119,137,155,145,16.0
Phichit#Sam Ngam,118,164,197,128,11.0,8.0,15.0,19.0,9.0,18.0,4.0,13.0,9.0,14.0,29,16.0,22.0,40,52,188,196,242,215,12.0
Phichit#Tap Khlo,143,172,189,130,14.0,19.0,23.0,21.0,19.0,18.0,4.0,20.0,10.0,30.0,26,19.0,43.0,45,62,259,290,306,329,19.0
Phichit#Taphan Hin,278,321,462,294,25.0,20.0,35.0,31.0,22.0,35.0,11.0,28.0,21.0,53.0,51,55.0,61.0,69,106,395,392,504,413,28.0
Phichit#Wachirabarami,123,144,149,141,14.0,9.0,17.0,14.0,12.0,12.0,9.0,10.0,12.0,21.0,28,18.0,29.0,43,43,182,187,244,196,24.0
Phichit#Wang Sai Phun,66,113,158,84,9.0,6.0,17.0,7.0,10.0,11.0,7.0,5.0,5.0,12.0,14,14.0,21.0,23,46,139,152,161,128,9.0
Phitsanulok#Bang Krathum,111,134,137,106,10.0,11.0,21.0,11.0,11.0,9.0,6.0,4.0,15.0,29.0,20,20.0,35.0,33,63,142,144,182,177,21.0
Phitsanulok#Bang Rakam,179,225,256,161,26.0,22.0,28.0,23.0,10.0,21.0,9.0,12.0,26.0,49.0,30,28.0,65.0,74,119,394,385,438,409,25.0
Phitsanulok#Chat Trakan,125,152,299,130,10.0,5.0,21.0,14.0,6.0,9.0,8.0,17.0,4.0,16.0,20,13.0,31.0,62,72,258,212,224,191,18.0
Phitsanulok#Mueang Phitsanulok,4260,4938,4957,3918,519.0,368.0,511.0,319.0,322.0,426.0,139.0,184.0,361.0,732.0,813,700.0,1002.0,1126,1351,5240,6736,7589,4591,427.0
Phitsanulok#Nakhon Thai,247,332,363,287,41.0,35.0,55.0,29.0,19.0,30.0,9.0,23.0,36.0,51.0,52,52.0,93.0,127,190,857,639,710,499,53.0
Phitsanulok#Noen Maprang,165,204,217,162,18.0,15.0,30.0,10.0,9.0,10.0,5.0,7.0,12.0,28.0,27,21.0,64.0,67,117,387,361,344,310,22.0
Phitsanulok#Phrom Phiram,198,279,333,186,25.0,19.0,29.0,21.0,13.0,29.0,11.0,10.0,26.0,57.0,44,47.0,71.0,71,97,405,491,536,443,33.0
Phitsanulok#Wang Thong,449,559,655,460,45.0,28.0,56.0,42.0,28.0,44.0,24.0,28.0,61.0,102.0,66,63.0,154.0,169,233,929,1201,1384,864,66.0
Phitsanulok#Wat Bot,99,122,196,114,10.0,8.0,18.0,15.0,10.0,25.0,2.0,6.0,16.0,9.0,21,19.0,30.0,40,62,224,245,245,211,17.0
Phra Nakhon Si Ayutthaya#Ban Phraek,49,56,84,50,0.0,3.0,5.0,4.0,1.0,6.0,2.0,1.0,2.0,8.0,4,4.0,19.0,15,20,57,51,64,74,2.0
Phra Nakhon Si Ayutthaya#Bang Ban,196,261,322,195,24.0,17.0,16.0,7.0,5.0,14.0,12.0,10.0,19.0,23.0,25,23.0,49.0,56,67,317,380,363,308,23.0
Phra Nakhon Si Ayutthaya#Bang Pa-In,2342,2621,2978,2379,207.0,126.0,198.0,105.0,110.0,227.0,153.0,118.0,174.0,287.0,324,254.0,505.0,572,712,2189,3187,3416,2233,367.0
Phra Nakhon Si Ayutthaya#Bang Pahan,315,398,463,326,27.0,19.0,35.0,29.0,20.0,35.0,14.0,16.0,29.0,53.0,61,51.0,84.0,78,109,368,533,568,441,36.0
Phra Nakhon Si Ayutthaya#Bang Sai,443,480,620,485,36.0,26.0,31.0,24.0,21.0,41.0,13.0,22.0,44.0,55.0,80,55.0,92.0,155,143,632,743,799,544,56.0
Phra Nakhon Si Ayutthaya#Lat Bua Luang,181,220,268,184,18.0,11.0,13.0,9.0,5.0,53.0,5.0,4.0,10.0,15.0,13,20.0,34.0,37,47,209,311,320,228,20.0
Phra Nakhon Si Ayutthaya#Maha Rat,273,319,337,229,24.0,11.0,19.0,7.0,13.0,20.0,9.0,8.0,17.0,27.0,33,29.0,40.0,56,59,297,420,467,383,23.0
Phra Nakhon Si Ayutthaya#Nakhon Luang,353,418,510,442,49.0,20.0,39.0,26.0,26.0,47.0,35.0,22.0,30.0,42.0,64,54.0,115.0,101,135,417,562,619,454,46.0
Phra Nakhon Si Ayutthaya#Phachi,177,248,253,244,18.0,5.0,11.0,14.0,9.0,13.0,13.0,9.0,17.0,58.0,60,50.0,143.0,143,136,204,1141,1220,563,25.0
Phra Nakhon Si Ayutthaya#Phak Hai,195,211,288,212,20.0,15.0,16.0,13.0,11.0,21.0,9.0,7.0,15.0,29.0,27,14.0,69.0,46,67,280,326,401,315,23.0
Phra Nakhon Si Ayutthaya#Phra Nakhon Si Ayutthaya,3397,4088,4241,3308,287.0,184.0,266.0,163.0,164.0,416.0,91.0,133.0,210.0,384.0,493,411.0,487.0,571,732,2854,4946,5044,3135,193.0
Phra Nakhon Si Ayutthaya#Sena,376,406,510,418,33.0,34.0,20.0,23.0,21.0,36.0,14.0,15.0,20.0,42.0,56,38.0,84.0,70,125,431,540,630,426,40.0
Phra Nakhon Si Ayutthaya#Tha Ruea,288,319,369,260,22.0,12.0,23.0,13.0,6.0,27.0,19.0,25.0,29.0,46.0,21,23.0,57.0,41,82,269,417,440,335,27.0
Phra Nakhon Si Ayutthaya#Uthai,1095,1298,1415,1250,107.0,62.0,82.0,57.0,65.0,123.0,59.0,32.0,67.0,152.0,152,133.0,195.0,197,319,847,1317,1436,929,135.0
Phra Nakhon Si Ayutthaya#Wang Noi,1302,1535,1755,1549,154.0,60.0,103.0,81.0,58.0,190.0,75.0,83.0,124.0,225.0,189,194.0,298.0,353,496,1244,1756,2110,1586,188.0
Phrae#Den Chai,192,201,201,189,19.0,21.0,23.0,16.0,14.0,15.0,4.0,8.0,11.0,28.0,27,19.0,38.0,52,69,233,227,257,227,18.0
Phrae#Long,170,182,204,135,11.0,11.0,28.0,13.0,6.0,11.0,5.0,5.0,10.0,30.0,20,21.0,31.0,45,62,210,218,246,230,29.0
Phrae#Mueang Phrae,925,1085,1135,899,116.0,90.0,144.0,80.0,75.0,114.0,34.0,46.0,73.0,174.0,184,160.0,225.0,290,318,1184,1287,1410,978,86.0
Phrae#Nong Muang Khai,42,56,65,38,5.0,6.0,12.0,10.0,1.0,6.0,1.0,4.0,3.0,5.0,10,8.0,13.0,11,26,76,75,90,85,6.0
Phrae#Rong Kwang,163,177,181,139,12.0,8.0,30.0,15.0,13.0,17.0,5.0,14.0,17.0,23.0,36,19.0,49.0,47,54,205,175,235,234,19.0
Phrae#Song,143,130,143,96,14.0,10.0,17.0,8.0,6.0,18.0,8.0,4.0,11.0,31.0,25,22.0,34.0,47,63,181,195,233,218,19.0
Phrae#Sung Men,258,327,322,228,34.0,19.0,61.0,44.0,24.0,34.0,12.0,11.0,21.0,47.0,41,37.0,54.0,92,104,400,369,399,349,25.0
Phrae#Wang Chin,120,147,159,99,15.0,11.0,24.0,9.0,3.0,11.0,8.0,8.0,11.0,29.0,20,20.0,33.0,31,64,211,176,197,205,12.0
Phuket#Kathu,1028,1047,1025,897,157.0,108.0,151.0,80.0,73.0,143.0,9.0,12.0,51.0,122.0,208,191.0,181.0,263,290,757,936,1349,1306,48.0
Phuket#Mueang Phuket,3110,3013,3088,2616,414.0,303.0,383.0,248.0,190.0,314.0,27.0,41.0,180.0,437.0,635,564.0,655.0,689,764,2454,3056,3931,3328,173.0
